# Pathway	A001_0_h_CD_1	A002_2XSw_0_h_C	A004_2XSw_0_h_C	A005_2XSw_0_h_CD	A006_2XSw_0_h_C	A007_0_h_CD_1	A011_0_h_CD_1	A020_2XSw_0_h_CD	A_302	A_311	A_312	A_413	A_416	A_419	A_422	A_423	A_425	A_455	BM	BS	C1_A301_Stool_0h	C2_A304_stool	CR	CS	CU_fresh	Coded	DA_fresh	HP	HY_fresh	LDC1	LDC6	LDC7	NE	S3_309_0h	S5_363_0h	SH_002	SH_007	SH_011	SH_012	SH_013	SH_014	SH_015	SH_016	SH_017	SH_021	SH_022	SH_023	SH_024	SH_025	SH_028	SH_029	SH_031	SH_032	SH_033	SH_034	SH_038	SH_039	SH_042	SH_043	SH_044	SH_045	SH_047	SH_050	SH_051	SH_053	SH_054	SH_055	SH_057	SH_058	SH_059	SH_060	SH_061	SH_062	SH_063	SH_064	SH_065	SH_066	SH_068	SH_069	SH_070	SH_071	SH_072	SH_073	SH_077	SH_078	SH_079	SH_080	SH_082	SH_083	SH_084	SH_085	SH_086	SH_087	SH_089	SH_090	SH_091	SH_093	SH_094	SH_095	SH_096	SH_097	SH_099	SH_100	SH_102	SH_103	SH_104	SH_105	SH_106	SH_107	SH_108	SH_109	SH_110	SH_111	SH_112	SH_113	SH_114	SH_117	SH_118	SH_119	SH_122	SH_123	SH_124	SH_125	SH_127	SH_129	SH_133	SH_134	SH_136	SH_137	SH_138	SH_141	SH_142	SH_143	SH_144	SH_146	SH_148	SH_149	SH_150	SH_151	SH_152	SH_153	SH_154	SH_160	SH_162	SH_164	SH_166	SH_179	SH_181	SH_189	SH_191	SH_193	SH_194	SH_195	SH_198	SH_199	SH_200	SH_201	SH_203	SH_204	SH_205	SH_206	SH_207	SH_208	SH_209	SH_210	SH_211	SH_212	SH_214	SH_215	SH_216	SH_217	SH_227	SH_228	SH_230	SH_231	SH_232	SH_234	SH_235	SH_236	SH_237	SH_238	SH_239	SH_240	SH_241	SH_242	SH_243	SH_245	SH_247	SH_248	SH_250	SH_251	SH_252	SH_253	SH_500	SH_501	SH_502	SH_503
PWY-7791: UMP biosynthesis III	0.0121936	0.0139888	0.0138286	0.00501983	0.0147567	0.00736914	0.00350035	0.00765665	0.0125624	0.0156378	0.0128504	0.0147044	0.0137524	0.0154098	0.0136663	0.010562	0.0164914	0.0146135	0.0129396	0.016961	0.0128667	0.0105758	0.0148792	0.0136862	0.0146356	0.0123513	0.0131349	0.0137142	0.015986	0.010905	0.0059329	0.0136923	0.0181437	0.0151645	0.0121671	0.00607592	0.0131094	0.0183887	0.012303	0.0118218	0.0140623	0.0119598	0.0122476	0.0094805	0.00554029	0.012575	0.013344	0.0111691	0.00474909	0.0111469	0.0159924	0.0131773	0.0145685	0.0142899	0.00716231	0.00900916	0.0142735	0.0096683	0.0143022	0.0132426	0.00759977	0.0100649	0.0149789	0.0108713	0.00209872	0.014953	0.0151015	0.0128873	0.0128195	0.0189315	0.0127794	0.00649896	0.0126071	0.011363	0.0169867	0.0129332	0.0143022	0.0102332	0.0150743	0.00865001	0.0158707	0.00876954	0.0112841	0.0147581	0.0148146	0.0143178	0	0.0138477	0.0131766	0.0147946	0.0127602	0.0117402	0.0129609	0.0134378	0.011834	0.0122752	0.0131784	0.00960721	0.0164507	0.0141472	0.0130783	0.013414	0.0108264	0.013492	0.0118898	0.0147451	0.0123429	0.0143184	0.0173405	0.0116511	0.0137483	0.0119707	0.0137237	0.0105646	0.0136789	0.00907228	0.0104044	0.0115518	0.0128438	0.028115	0.0116993	0.0116705	0.00790653	0.012653	0.0154053	0.0134156	0.00703135	0.0148468	0.0139573	0.0103531	0.0138178	0.00511663	0.012073	0.0127216	0.0108855	0.0186194	0.00947364	0.00891377	0.00982636	0.0136592	0.0114396	0.0114308	0.0114021	0.0123913	0.0126458	0.00751331	0.0139883	0	0.0143295	0.0160762	0.0146275	0.0176416	0.0131378	0.0127649	0.0133025	0.0163575	0.00536789	0.00847081	0.00969134	0.0120415	0.0144746	0.0106414	0.00824146	0.0139118	0.0055951	0.0112494	0.0136036	0.0133242	0.0120381	0.00515479	0.0127421	0.0120976	0.0139999	0.0129137	0.00977768	0.0112798	0.0139741	0.0139945	0.0136298	0.0122091	0.0128395	0.008503	0.0144589	0.0094447	0.0137063	0.0127071	0.0112004	0.0111299	0.0126291	0.00826497	0	0.0131629	0.0123723	0.0145312	0.0149935	0.00872522	0.0125265
PWY-7800: Ac/N-end rule pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48979e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7805: (aminomethyl)phosphonate degradation	0	0	0	0.000259956	0	0.000585767	0.000224253	0.000183374	9.04589e-06	0	0	0	0	0	0	9.35511e-05	0	0	0	0	0	0.000100813	0	0	0	0	0	8.75082e-06	0	0	0.000292482	0.000124172	0	0	0	9.66833e-05	1.04011e-05	0	7.19423e-05	0	3.59121e-05	1.17234e-05	0	0	0.000359774	0	0	1.74254e-05	0.00085703	0	0	1.03355e-05	0	0	0.00166471	0.000201914	1.41787e-05	0.000468596	0	3.33613e-05	0.000706315	0.000155895	0	3.67805e-05	0.00193155	0	0	0	1.41045e-05	0	6.23203e-05	0.000278057	0	4.8323e-05	0	0	0	0	0	0	0	0.000269135	6.55691e-05	0	0.000108227	0.000133354	0	0	1.48938e-05	0	0	2.61768e-05	3.03021e-05	8.5385e-06	0.00015713	0	0.000108384	0.000593739	0	0	0	0	0.000134089	0	0	0	0	0	0	0	0	0	0	0.00015333	4.09476e-05	7.06342e-05	0.000187543	0.000121053	0	0	0	1.02306e-05	0.000238547	0	0	0.000117185	0.000126479	0	0	0	0	0.000165947	0.000136315	7.4146e-05	0	0	0.000129947	0.000214722	0.000249498	0	5.80621e-05	3.31076e-05	0.000240044	1.85845e-05	3.44397e-05	0.000240698	0	0	0	0	0	0	0	0	0	0	0.000507129	2.4755e-05	5.4638e-05	0	0	0	0.000102314	0	0.000289756	0.000113182	0	0	0	0.00111093	0	0	0	0	0.000143073	0	0	0	1.82838e-05	0	0	4.74397e-05	0	5.20256e-05	0	1.17384e-05	0	5.77405e-05	0	0.000135716	0	0	0	0	0	0.000280254	9.35002e-05
PWY-7807: glyphosate degradation III	0	0	0	0.00024713	0	0.00060257	0.000209257	0.000185564	1.05561e-05	0	0	0	0	0	0	8.80745e-05	0	0	0	0	0	0.00012205	0	0	0	0	0	2.93632e-05	0	0	0.000282498	0.000152103	0	0	0	8.59992e-05	2.07354e-05	0	8.94223e-05	0	7.98417e-05	2.6333e-05	0	0	0.000347017	0	0	1.75814e-05	0.000825808	0	0	2.6703e-05	0	0	0.00161023	0.000197358	1.2651e-05	0.000494758	0	5.11081e-05	0.000686775	0.000167658	0	3.60896e-05	0.00207732	0	0	0	4.15083e-05	0	0.000100778	0.00054351	0	6.17024e-05	0	0	0	0.000456947	1.7778e-05	0	0	0.000325687	0.000215372	0	0.00010908	0.000142963	0	0	3.95529e-05	0	0	2.50601e-05	6.98124e-05	9.79614e-06	0.000179478	0	0.000147919	0.000632419	0	0	0	0	0.000149508	0	0	0	0	0	0	5.38274e-05	1.5266e-05	0	0	0.000168979	4.13291e-05	6.61172e-05	0.000177168	0.000155093	0	0	0	9.66435e-06	0.000228616	0	0	0.000165794	0.000116011	4.6232e-06	6.3235e-05	1.29595e-05	5.66634e-05	0.000152869	0.000219849	6.84445e-05	0	0	0.000138522	0.000213222	0.000264705	0	7.02381e-05	3.23483e-05	0.000245786	1.79412e-05	6.47393e-05	0.000224491	0	0	0	0	0	0	0	0	5.69555e-05	5.25824e-06	0.000488736	8.40268e-05	5.87959e-05	0	0	4.6153e-05	9.51722e-05	0	0.000270137	0.000157823	0	0	0	0.00114403	0	0	0	0	0.000239507	0	0	0	1.77067e-05	0	0	4.28606e-05	0	4.92018e-05	0	1.06646e-05	0	5.60429e-05	0	0.000214943	0	1.93561e-05	0	0	0	0.000272629	0.000100554
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0	0	0	0	1.54927e-05	3.04124e-05	0	0	0	0	0	0	0	0	1.22395e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03985e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.07493e-05	0	0	0	0	0	0	1.80265e-05	6.34064e-05	0	0	0	0	0	1.02407e-05	0	0	0	0	0	0	5.09903e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31477e-05	0	0	0	0	8.46007e-06	6.50068e-05	0	0	0	0	0	0	0	0	0	3.18078e-05	0	0	0	0	0	0	0	0	4.58694e-06	0	0	1.66122e-05	2.50822e-05	0	0	0	0	0	0	5.45461e-06	6.05078e-05	0	0	0	0	0	0	0	0	0	3.11713e-05	0	1.97665e-05	0	0	0	7.0916e-05	0	0	4.70643e-05	0	1.32299e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77959e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.06798e-05
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0.00796687	0.00932391	0.00870577	0.00395307	0.00962009	0.00456827	0.00272988	0.00697302	0.0080947	0.00842676	0.00890815	0.0104371	0.010596	0.00843044	0.0110261	0.00689731	0.00786135	0.0105134	0.00985476	0.0111429	0.00880613	0.00783026	0.0100656	0.00978166	0.0106157	0.00942584	0.00924772	0.0102235	0.0102739	0.00844524	0.0043822	0.0108554	0.0120919	0.0104778	0.00892154	0.00469978	0.0083366	0.0120783	0.00985653	0.00872691	0.00923642	0.00930498	0.00900872	0.00620301	0.00419993	0.0105106	0.00960819	0.00919666	0.00402543	0.00969179	0.0113951	0.00991462	0.0100925	0.0112285	0.00545143	0.0061832	0.0109152	0.00777489	0.00860815	0.00942327	0.00582188	0.0079059	0.0103667	0.00842085	0.00218538	0.0140978	0.0106431	0.0106575	0.00991157	0.0124658	0.0091921	0.00490068	0.0101691	0.00884649	0.0145164	0.0103909	0.00613569	0.00717253	0.00649976	0.00551219	0.00771323	0.00651064	0.00924806	0.0091393	0.0134708	0.00781277	0	0.0103728	0.0093113	0.0115032	0.00957714	0.00828361	0.00974978	0.0100798	0.00562036	0.00979067	0.00891752	0.00839731	0.0121742	0.0118936	0.00906729	0.00904692	0.00819469	0.0105005	0.00891549	0.0080225	0.00853238	0.00844266	0.0136804	0.00849904	0.0102416	0.0093912	0.0105896	0.0075257	0.0100967	0.00707252	0.00745939	0.00776345	0.0089833	0.00824556	0.0101873	0.00935499	0.00608572	0.00918274	0.0101485	0.0097772	0.00583945	0.0116183	0.00920326	0.00822571	0.0112762	0.00467536	0.00862942	0.00992157	0.0086596	0.0058556	0.00704128	0.00765928	0.00662293	0.0120106	0.00951514	0.00856405	0.00613962	0.00817892	0.0114123	0.00692034	0.00871799	0	0.00999079	0.00959493	0.0133487	0.0116995	0.0102063	0.00922801	0.0104381	0.0120455	0.00424271	0.00704979	0.00737142	0.00763264	0.0110859	0.00783456	0.00610889	0.00985603	0.00446278	0.00840409	0.00992244	0.00885635	0.0091058	0.00445538	0.00925875	0.00922695	0.00702985	0.00931056	0.00701837	0.00831957	0.00860235	0.0092179	0.00794641	0.00888494	0.00953695	0.00640992	0.00721093	0.00698258	0.00924626	0.00843569	0.00851422	0.00815285	0.00902624	0.00650664	0	0.00854136	0.00970123	0.0112806	0.00855582	0.00715076	0.00866171
PWY-7858: (5Z)-dodecenoate biosynthesis II	0	7.27597e-05	0.000223334	0.00123185	0.000185078	0.0011728	0.0021559	0.000519151	0.000308449	0	8.37933e-05	0	0	0	2.00396e-05	0.000517691	0	0	1.56742e-05	0	0	0.000215957	0	1.71823e-05	6.18975e-05	0	2.86829e-05	5.06197e-05	1.35263e-05	0	0.00171538	0.000236868	0	5.17356e-05	0	0.00174321	3.56437e-05	0	5.51082e-05	0	0.000295055	0.000185962	0.000108281	0	0.00218817	0	0.000234144	3.19917e-05	0.00231415	0	8.24283e-06	0.000149243	0	0	0.000860618	0.000597082	9.60948e-05	0.000465404	0	0.000291621	0.000983186	0.000478485	9.55382e-05	0.000223132	0.00295329	0	0.000382703	7.36222e-05	0.000168672	0	3.17237e-05	0.00155386	0	3.65469e-05	0	0	0	0.000445882	0	0.00114646	0	0.000718537	0.000312948	0	0.000312449	0.000142717	0	0	4.59753e-05	1.25695e-05	0	0.000127035	0.000181836	0.000121556	0	0	6.22411e-05	0.000414676	0	7.81397e-05	0	0	0.000286314	4.30558e-05	0.000625254	0.00157047	0.000128353	3.62562e-05	0	0.000187503	2.09964e-05	2.60652e-05	0	0.000398288	0.000149394	0.000473935	0.00055283	0.000308316	4.86046e-05	0	3.42043e-05	7.23271e-05	0.00121596	3.21672e-05	5.76925e-05	0.00023551	0.00142105	0	0.0002183	0.00515716	0	0.00167281	0.000396896	0.000156886	0.000108979	0	0.000673554	0.000981294	0.000583761	7.56571e-05	0.000155952	0.000108082	0.000608796	0.000100618	0	0.00118691	0	0	2.46512e-05	4.06423e-05	0	0	1.20934e-05	0.000121649	9.72025e-05	3.43628e-05	0.00222901	0.00140723	0.000137481	0.000180763	0	2.3727e-05	0.00112297	0	0.00140876	0.000178789	0	0.000184589	4.1501e-05	0.00174814	7.59162e-05	0	0	7.78928e-05	0.000354788	0.000116692	9.98125e-05	2.85457e-05	7.74922e-05	2.50687e-05	0	0.00116959	0	0.000417679	4.39216e-05	4.36328e-05	0	0.000631497	0.000156455	0.000585305	0	0.000178295	0	0	1.36974e-05	0.000808126	7.86464e-05
PWY-7873: D-erythronate degradation II	0	0	0	0.000105185	0	0.000311627	0.000122271	1.87741e-05	1.61359e-05	0	0	0	0	0	0	1.83202e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196998	0	0	0	0	1.15222e-05	0	0	0	0	2.62302e-05	0	0	0	0.000146296	0	0	1.56938e-05	0	0	0	0	0	0	0.00019264	5.27393e-05	0	5.921e-05	0	0	9.49021e-05	2.70873e-05	0	0	5.79977e-05	0	0	4.16208e-06	0	0	0	0.000209678	0	0	0	0	0	0	0	0	0	8.87622e-05	0	0	3.5473e-06	1.07271e-05	0	0	2.38749e-06	0	0	0	0	5.57863e-06	0	0	0	5.78144e-05	0	0	0	0	2.54855e-05	0	0	0	0	0	0	0	0	0	0	3.76829e-05	5.93009e-06	3.21296e-05	4.66251e-05	6.41244e-06	0	0	0	0	0.000100148	0	0	2.6593e-05	5.69356e-05	0	0	0	0	5.72652e-05	2.67877e-05	1.2557e-05	0	0	8.95211e-05	4.75133e-05	1.63499e-05	0	0	1.6822e-05	5.32978e-05	0	0	1.27325e-05	0	0	7.20422e-06	0	0	0	0	0	0	0	3.44511e-05	0	1.36873e-05	0	0	0	0	0	0.000201337	0	0	1.08952e-05	0	4.85362e-05	0	0	0	0	5.08397e-05	0	0	0	3.1542e-06	0	0	0.000103575	0	7.95376e-06	0	0	0	3.65843e-05	0	4.60032e-05	0	0	0	0	0	0	3.42029e-06
PWY-7874: L-threonate degradation	0	0	0	0.000219754	0	0.000311627	0.000484842	5.09364e-05	1.61359e-05	0	0	0	0	0	0	8.76205e-05	0	0	0	0	0	0	0	0	0	0	0	2.44496e-06	0	0	0.000196998	3.79823e-05	0	0	0	0.000189468	0	0	0	0	2.62302e-05	0	2.17697e-05	0	0.000300962	0	0	1.56938e-05	0	0	0	0	0	0	0.000196447	6.24725e-05	0	5.921e-05	0	0	0.000126587	3.22122e-05	0	0	0.000504573	0	0	4.8605e-06	0	0	0	0.000209678	0	0	0	0	0	5.4661e-05	0	0	0	9.0925e-05	0	0	2.04155e-05	1.69279e-05	0	0	2.38749e-06	0	0	7.95533e-06	7.03142e-06	6.82191e-06	0	0	0	5.78144e-05	0	0	0	0	5.86966e-05	0	0	0	0	0	0	0	0	0	0	3.76829e-05	1.1049e-05	3.73998e-05	4.66251e-05	6.77854e-06	0	0	0	0	0.000120296	0	0	3.36251e-05	0.000146691	0	0	0	0	0.000132436	3.15243e-05	1.2557e-05	0	0	8.95211e-05	6.85461e-05	3.02336e-05	0	6.25299e-06	1.94849e-05	5.32978e-05	0	0	7.80752e-05	0	0	2.3615e-05	0	0	0	0	0	0	5.40772e-06	8.36718e-05	1.48004e-05	3.02618e-05	0	0	0	7.31589e-05	0	0.00038172	1.93431e-05	0	1.83404e-05	0	5.02498e-05	0	0	0	8.24856e-06	5.08397e-05	0	0	0	3.1542e-06	0	0	0.000201453	0	5.40896e-05	0	0	0	4.76434e-05	0	5.42265e-05	0	0	0	0	0	0	7.00539e-06
PWY-7883: anhydromuropeptides recycling II	8.77979e-05	7.66634e-05	0.00029455	0.000414368	0.000277158	0.0003425	0.000748515	0.000449177	0.000226373	0.00043183	0.000501809	0.000119664	0.00109505	6.60136e-05	0.000111022	0.000664961	0.000343652	0.000148075	0.000322944	0.000187738	0	0.000106069	0.000125378	0.000113545	7.70543e-06	1.01036e-05	0.000321115	0.000113034	3.58675e-05	0	0.000385047	0.000169388	0.000167341	0.000362615	0.000542384	0.000487443	0.000110952	0	0.000265542	0.000116672	7.41556e-05	0.000265145	7.1756e-05	0	0.00043195	0.000503856	0.000495991	0.000230628	0.000144485	0.000452427	5.98573e-05	0.000224746	0	0	0.000423647	0.000258484	9.3474e-05	0.00046735	0.000119886	0.000365111	0.000259446	0.00042285	0.000342922	0.000179344	0.00126292	0	0.000268461	0.000242612	0.000475348	0	3.01802e-05	0.00039689	0.000975223	0.000413977	0.000463622	0	0.000280454	0.000442381	0.000223888	0	9.77162e-05	0.000483454	0.000119183	0	0.000124624	0.000157413	0	0.00020799	0.000321467	0.000128183	5.64444e-05	0.000190207	0.000159558	0.000105725	0.000224429	0.000546634	0.000362159	0.00052796	2.45964e-05	0.000181192	0.00120559	0.000710032	0.000404189	6.35566e-05	0.000734304	0.00152865	0	0.000400602	0.000121803	0.000642461	0.000143809	0.000260998	0.000124962	0.000257066	2.65076e-05	0.000213273	0.000176123	0.000156213	0.000404011	0	0.00115195	0.000380712	0.000938461	0	1.13482e-05	0.000158573	0.000333642	0.000198671	0.000541643	0.000986965	0.000372915	0.000631603	0.000205842	0.000452323	2.09682e-05	0.000135133	0.000165038	0.000187104	0.000296467	0.000201396	8.67036e-05	0.000635224	0.000162927	0.000438533	0.000117786	0.000319262	0	0	0.000121441	0	0	0	0.000152784	0.000257558	4.06614e-05	0.000136426	0.000272648	0.00165457	0.000323415	0.00059541	0	0.000186357	0.000466045	0.00026687	0.000421423	0.000454564	0.000380445	9.60861e-06	0	0.000508193	5.95233e-05	0.000275317	9.1973e-05	3.17825e-05	0.000255918	0.000327872	0.000174537	7.45513e-05	0.000181982	0.000132738	8.71872e-05	0.000409877	0	0.0002085	0.000626429	0.000192819	0	0.000557573	0.000362277	0.000338974	0	0.000474572	0	0.000106653	4.53577e-05	0	0.00017895
PWY-7919: protein N-glycosylation processing phase (plants and animals)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000240219	0	0	0	0	0	0	8.47409e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7942: 5-oxo-L-proline metabolism	0	0	0	0.00183456	2.12215e-05	0.000886712	0.00160607	0.000280362	0.000401933	0	0	0	0	0	0	0.00104248	0	0	0	0	0	0.000301823	0	0	0	0.000206679	0	3.05838e-05	0	0.000568719	0.000985841	0.000267072	2.37491e-05	1.66404e-05	0	0.00181572	0.000322572	0	8.99151e-05	0	0.000197711	0.000185881	0.000189983	0.00361983	0.000976243	0	0	0.000254207	0.00129277	9.11908e-05	1.63219e-05	0.000234731	0	0	0.00124213	0.000441704	0	0.000283446	0	0.000236507	0.00049837	0.000441389	1.19063e-05	1.72522e-05	3.4639e-05	0	8.05288e-05	5.073e-05	0.000174031	0	7.84887e-05	0.000141754	0	5.69002e-05	0.000137823	0	0	0.000275044	0	0.000405123	0	0.000482395	9.94222e-05	0	0.000111293	0.000212026	0	0.000447028	5.08952e-05	2.3374e-05	0	0.000344698	3.13559e-05	0.000207325	0	0	9.75758e-05	0.000154953	0	0	0.00133114	8.7401e-05	0.00029048	0	0.000758944	0.000541251	0	8.36414e-05	0	0.00012709	5.39758e-05	0	0	0.000398606	0.00032494	0.000524363	0.000281932	0.000359899	1.92561e-05	0	0.000149987	0.000136689	0.00111502	0	3.06262e-05	0.000151923	0.00100846	2.44667e-05	0.000330012	0.00468456	1.1134e-05	0.00114099	0.000304939	0.000379442	0.000192691	0	0.000366413	0.000976886	0.000496754	0.00115122	0.000261386	0.000281097	0.000403592	8.80772e-05	0.000212138	0.000376536	0	0	0.000133761	6.36783e-05	0	0	5.47662e-06	1.95781e-05	0.000111038	4.02013e-05	0.0012385	0.000562355	0.000255582	0.000267003	0	7.53109e-05	0.000658779	2.89528e-05	0.00127591	0.000108595	0	0.000374909	6.44874e-05	0.00105434	0.000108386	0	0	1.14359e-05	0.00022667	1.64566e-05	0	8.08479e-05	8.43268e-05	0.000118874	6.421e-05	0.00108646	0	0.000700724	3.2456e-05	0.000210878	0	0.000518871	5.40021e-05	0.000451255	0	8.50947e-05	1.79007e-05	0.00077142	2.2533e-05	0.00068209	0.000109743
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.0101688	0.0120113	0.0113137	0.00564544	0.0129527	0.00647059	0.00473416	0.0077267	0.0102388	0.0120872	0.0129199	0.0129462	0.0122652	0.0135086	0.0112847	0.0101074	0.0130594	0.0133661	0.0106214	0.01306	0.0139534	0.00961072	0.00985722	0.0101779	0.0105643	0.0115666	0.0099609	0.0100511	0.0127891	0.00971818	0.00601581	0.0105457	0.0153204	0.0142135	0.0112742	0.00592666	0.0125516	0.0137067	0.0111317	0.00969815	0.00853395	0.0103179	0.0100748	0.00910333	0.00587445	0.0101987	0.012265	0.0107457	0.00600982	0.00957772	0.00980662	0.0105537	0.011279	0.0114422	0.00575887	0.00844599	0.0114383	0.00979096	0.0132216	0.011185	0.0072756	0.0105212	0.00919879	0.0092635	0.00519306	0.0164235	0.0104093	0.0102539	0.0101342	0.0172504	0.00869965	0.00604267	0.0123277	0.0100033	0.0151456	0.00868223	0.0132347	0.00978521	0.012955	0.00797165	0.0129424	0.00795515	0.00933728	0.0129726	0.014313	0.0150881	0	0.0127184	0.0100261	0.0100126	0.0103489	0.00859769	0.0109836	0.00750111	0.0101164	0.00936207	0.00794533	0.00935368	0.0146469	0.0138158	0.00970751	0.0119942	0.00905169	0.0105454	0.0085638	0.0125736	0.00998829	0.00958176	0.0144046	0.00969093	0.00979931	0.0101603	0.00891628	0.00946851	0.0106136	0.00792262	0.00958121	0.00993378	0.0110726	0.0129867	0.0106318	0.0098635	0.00715149	0.00898228	0.00969784	0.00966212	0.00639895	0.0111949	0.0106914	0.00930691	0.0132457	0.00601198	0.0112579	0.00807154	0.00962318	0.0152059	0.00880683	0.00909047	0.00933761	0.0128421	0.0101572	0.00953794	0.0129193	0.0109986	0.0147112	0.00801282	0.00869812	0	0.00972527	0.0119913	0.0140171	0.00923256	0.0106454	0.0108135	0.0126091	0.0135624	0.00606961	0.0082046	0.00796354	0.0105895	0.0123729	0.0086503	0.00780289	0.0109346	0.00739546	0.0110573	0.00923637	0.00889891	0.0097511	0.00559454	0.0119796	0.00975765	0.0126182	0.00925007	0.00859782	0.00884137	0.0115774	0.0114843	0.011584	0.0108013	0.0103013	0.0084806	0.0134119	0.00851241	0.012796	0.0143777	0.00981444	0.00883207	0.010311	0.00813777	0	0.0107903	0.011416	0.0135126	0.0112539	0.0078835	0.00808548
PWY-7977: L-methionine biosynthesis IV	0.00755958	0.00839684	0.00810962	0.00639634	0.00874588	0.00684087	0.00608106	0.00616981	0.00797156	0.0141082	0.00989073	0.00822033	0.011069	0.0124655	0.00727475	0.00931331	0.00833013	0.0101307	0.00782521	0.0111559	0.00660153	0.00712735	0.00818418	0.00655481	0.00599239	0.0079698	0.00685939	0.00662975	0.00991179	0.00446691	0.00701046	0.0073516	0.0138136	0.0113655	0.00853957	0.00604733	0.0112321	0.00916533	0.00995146	0.00980403	0.00662288	0.00956982	0.00944784	0.00610369	0.00596305	0.0100341	0.0103727	0.00920237	0.00631127	0.00863157	0.0100852	0.00920121	0.00672495	0.00554188	0.00624674	0.00949556	0.0073066	0.00797815	0.0116719	0.00806192	0.00755601	0.00922018	0.00828992	0.0108434	0.00531183	0.0106249	0.00562559	0.00949242	0.00914483	0.00911246	0.00770681	0.00548131	0.0134576	0.00976985	0.0128628	0.00940197	0.0165928	0.00952258	0.0173934	0.0111383	0.0153904	0.00728265	0.00920648	0.010453	0.0131051	0.00911903	0	0.0080514	0.00915899	0.00619847	0.00821883	0.00768304	0.00720641	0.00272204	0.0119723	0.00845104	0.0072952	0.00950571	0.00776793	0.010842	0.00807979	0.0105496	0.00961797	0.00906184	0.00722766	0.00657282	0.0114886	0.0121377	0.0123643	0.00899313	0.00798655	0.00928057	0.00628911	0.00725626	0.00722654	0.00891268	0.00726304	0.0109302	0.0105635	0.0164705	0.0103726	0.00937469	0.00742365	0.00853314	0.00864817	0.0067854	0.00649877	0.00854429	0.011697	0.0067679	0.00850123	0.00697854	0.00849422	0.00761478	0.00843298	0.0151124	0.00772955	0.00861522	0.00807323	0.010569	0.00946652	0.0101208	0.010147	0.0128618	0.00644971	0.00850482	0.00874064	0	0.00741495	0.00703821	0.00316512	0.00474786	0.00912306	0.00872704	0.00808249	0.00974018	0.00568295	0.00893346	0.00912855	0.0125538	0.00733528	0.00905301	0.00890892	0.00781551	0.00686495	0.0114007	0.00850286	0.00553303	0.0082666	0.00495105	0.00709742	0.00911272	0.0120191	0.00827766	0.00795764	0.009145	0.00897909	0.00724655	0.00883299	0.00750147	0.00713357	0.00581842	0.00981095	0.00832436	0.0106202	0.00743039	0.00945025	0.00664372	0.00761817	0.00816561	0	0.00672428	0.00957127	0.0092484	0.010231	0.00894039	0.00848475
