ko	name	level1	level2	level3	_feature_id
K05685	macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K05685
K05708	hcaE, hcaA1; 3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha [EC:1.14.12.19]	09100 Metabolism	09105 Amino acid metabolism	00360 Phenylalanine metabolism [PATH:ko00360]	K05708
K05709	hcaF, hcaA2; 3-phenylpropionate/trans-cinnamate dioxygenase subunit beta [EC:1.14.12.19]	09100 Metabolism	09105 Amino acid metabolism	00360 Phenylalanine metabolism [PATH:ko00360]	K05709
K05710	hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component	09100 Metabolism	09105 Amino acid metabolism	00360 Phenylalanine metabolism [PATH:ko00360]	K05710
K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]	09100 Metabolism	09105 Amino acid metabolism	00360 Phenylalanine metabolism [PATH:ko00360]	K05712
K05713	mhpB; 2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]	09100 Metabolism	09105 Amino acid metabolism	00360 Phenylalanine metabolism [PATH:ko00360]	K05713
K05714	mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]	09100 Metabolism	09105 Amino acid metabolism	00360 Phenylalanine metabolism [PATH:ko00360]	K05714
K05770	TSPO, BZRP; translocator protein	09130 Environmental Information Processing	09133 Signaling molecules and interaction	04080 Neuroactive ligand-receptor interaction [PATH:ko04080]	K05770
K05774	phnN; ribose 1,5-bisphosphokinase [EC:2.7.4.23]	09100 Metabolism	09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K05774
K05775	malM; maltose operon periplasmic protein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K05775
K05776	modF; molybdate transport system ATP-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K05776
K05777	ABC.VB1X.S; putative thiamine transport system substrate-binding protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05777
K05778	ABC.VB1X.P; putative thiamine transport system permease protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05778
K05779	ABC.VB1X.A; putative thiamine transport system ATP-binding protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05779
K05780	phnL; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]	09100 Metabolism	09106 Metabolism of other amino acids	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	K05780
K05781	phnK; putative phosphonate transport system ATP-binding protein	09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes	99994 Others	K05781
K05782	benE; benzoate membrane transport protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05782
K05785	rfaH; transcriptional antiterminator RfaH	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05785
K05786	rarD; chloramphenicol-sensitive protein RarD	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05786
K05787	hupA; DNA-binding protein HU-alpha	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03032 DNA replication proteins [BR:ko03032]	K05787
K05788	ihfB, himD; integration host factor subunit beta	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03032 DNA replication proteins [BR:ko03032]	K05788
K05789	wzzB; chain length determinant protein (polysaccharide antigen chain regulator)	09180 Brite Hierarchies	09181 Protein families: metabolism	01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K05789
K05790	wzzE; lipopolysaccharide biosynthesis protein WzzE	09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes	99992 Structural proteins	K05790
K05796	hydN; electron transport protein HydN	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K05796
K05798	leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05798
K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05799
K05800	ybaO; Lrp/AsnC family transcriptional regulator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05800
K05801	djlA; DnaJ like chaperone protein	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K05801
K05802	mscK, kefA, aefA; potassium-dependent mechanosensitive channel	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05802
K05803	nlpI; lipoprotein NlpI	09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes	99992 Structural proteins	K05803
K05804	rob; AraC family transcriptional regulator, mar-sox-rob regulon activator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05804
K05805	creA; CreA protein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K05805
K05807	bamD; outer membrane protein assembly factor BamD	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05807
K05808	yhbH; putative sigma-54 modulation protein	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K05808
K05809	raiA; ribosome-associated inhibitor A	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K05809
K05810	yfiH; polyphenol oxidase [EC:1.10.3.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K05810
K05811	yfiM; putative lipoprotein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K05811
K05812	yfiP; DTW domain-containing protein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K05812
K05813	ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K05813
K05814	ugpA; sn-glycerol 3-phosphate transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K05814
K05815	ugpE; sn-glycerol 3-phosphate transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K05815
K05816	ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K05816
K05817	hcaR; LysR family transcriptional regulator, hca operon transcriptional activator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05817
K05818	mhpR; IclR family transcriptional regulator, mhp operon transcriptional activator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05818
K05819	mhpT; MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05819
K05820	hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05820
K05822	dapH, dapD; tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]	09100 Metabolism	09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K05822
K05823	dapL; N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]	09100 Metabolism	09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K05823
K05825	LYSN; 2-aminoadipate transaminase [EC:2.6.1.-]	09100 Metabolism	09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K05825
K05832	ABC.X4.P; putative ABC transport system permease protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05832
K05833	ABC.X4.A; putative ABC transport system ATP-binding protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05833
K05834	rhtB; homoserine/homoserine lactone efflux protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05834
K05835	rhtC; threonine efflux protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K05835
K05836	hutC; GntR family transcriptional regulator, histidine utilization repressor	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05836
K05837	rodA, mrdB; rod shape determining protein RodA	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K05837
K05838	ybbN; putative thioredoxin	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03110 Chaperones and folding catalysts [BR:ko03110]	K05838
K05839	hha; haemolysin expression modulating protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02048 Prokaryotic defense system [BR:ko02048]	K05839
K05844	rimK; ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K05844
K05845	opuC; osmoprotectant transport system substrate-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K05845
K05846	opuBD; osmoprotectant transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K05846
K05847	opuA; osmoprotectant transport system ATP-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K05847
K05851	cyaA; adenylate cyclase, class 1 [EC:4.6.1.1]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K05851
K05874	tsr; methyl-accepting chemotaxis protein I, serine sensor receptor	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K05874
K05875	tar; methyl-accepting chemotaxis protein II, aspartate sensor receptor	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K05875
K05876	trg; methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K05876
K05877	tap; methyl-accepting chemotaxis protein IV, peptide sensor receptor	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K05877
K05878	dhaK; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]	09100 Metabolism	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	K05878
K05879	dhaL; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	09100 Metabolism	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	K05879
K05880	dhaR; transcriptional activator for dhaKLM operon	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K05880
K05881	dhaM; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]	09100 Metabolism	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	K05881
K05887	ydiB; quinate/shikimate dehydrogenase [EC:1.1.1.282]	09100 Metabolism	09105 Amino acid metabolism	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K05887
K05895	cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K05895
K05896	scpA; segregation and condensation protein A	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K05896
K05916	hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]	09160 Human Diseases	09171 Infectious diseases: Bacterial	05132 Salmonella infection [PATH:ko05132]	K05916
K05919	dfx; superoxide reductase [EC:1.15.1.2]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K05919
K05934	E2.1.1.131, cobJ, cbiH; precorrin-3B C17-methyltransferase [EC:2.1.1.131]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K05934
K05936	cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K05936
K05939	aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]	09100 Metabolism	09103 Lipid metabolism	00071 Fatty acid degradation [PATH:ko00071]	K05939
K05942	E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3]	09100 Metabolism	09101 Carbohydrate metabolism	00020 Citrate cycle (TCA cycle) [PATH:ko00020]	K05942
K05946	tagA, tarA; N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]	09140 Cellular Processes	09145 Cellular community - prokaryotes	05111 Biofilm formation - Vibrio cholerae [PATH:ko05111]	K05946
K05952	K05952; uncharacterized protein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99997 Function unknown	K05952
K05964	citX; holo-ACP synthase [EC:2.7.7.61]	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K05964
K05966	citG; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K05966
K05967	K05967; uncharacterized protein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99997 Function unknown	K05967
K05970	SIAE; sialate O-acetylesterase [EC:3.1.1.53]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K05970
K05982	E3.1.21.7, nfi; deoxyribonuclease V [EC:3.1.21.7]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K05982
K05984	cho; excinuclease Cho [EC:3.1.25.-]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K05984
K05985	rnmV; ribonuclease M5 [EC:3.1.26.8]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K05985
K05988	dexA; dextranase [EC:3.2.1.11]	09100 Metabolism	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	K05988
